ID,LIMIT,BALANCE,INCOME,RATING,GENDER,EDUCATION,MARITAL,AGE,S1,S2,S3,S4,S5,B1,B2,B3,B4,B5,R1,R2,R3,R4,R5
12787,360000,207.9,390718,1,0,1,2,24,0,0,0,0,0,1803,777,-3,-3,-3,783,0,0,0,0
12788,60000,9960.65,54215,0,0,1,2,25,0,2,2,2,0,61210,52757,29209,26403,26969,17,3106,0,1104,1134
12789,80000,13995.975,75366,0,0,2,2,25,2,0,0,-1,-1,78091,80288,82150,319,85,3456,3750,319,85,322
12790,320000,25582.025,365173,0,0,1,2,25,0,0,0,0,0,148703,169920,174315,173032,176016,25006,10025,6506,7006,8006
12791,140000,24971.975,148196,1,0,2,2,25,0,0,0,0,0,137269,133767,120287,117183,119575,6377,5604,4160,8239,0
12792,20000,183.75,16706,1,0,2,1,26,2,2,3,3,3,1050,1050,1050,1050,1050,0,0,0,0,0
12793,110000,10641.4,126466,0,0,2,2,26,-1,-1,2,0,0,196,3290,3089,3601,3396,3290,0,563,296,200
12794,190000,7996.45,181974,0,0,2,2,26,0,0,2,2,2,52361,43563,40909,50758,36922,8000,0,12000,3000,0
12795,130000,19825.75,154804,0,0,2,2,25,0,0,2,2,2,112561,119435,105382,49643,46812,12421,0,7000,0,2000
12796,160000,24294.375,150526,1,0,1,2,26,0,0,0,-1,-1,135233,130038,79027,6666,6666,5600,3715,6666,6666,6666
12797,260000,43803.025,300565,0,0,1,2,26,0,0,0,0,0,198350,189510,178738,182973,187233,7054,6500,7000,7001,10000
12798,80000,1297.1,81325,0,0,1,2,26,-1,-1,-1,-1,-1,945,1096,162,6600,1780,1096,163,6600,1780,0
12799,50000,5013.925,48111,1,0,2,2,25,0,2,2,4,3,41897,43032,47242,46212,45205,2100,5215,0,0,0
12800,100000,15958.075,111044,0,0,1,2,26,0,0,0,0,0,93383,96301,90858,92724,96030,4300,4400,4000,4700,5000
12801,20000,1282.05,10000,1,0,2,2,27,2,0,0,2,2,7060,8240,9582,9279,9971,1296,1638,0,844,0
12802,210000,0,237654,0,0,2,2,27,-1,2,0,0,0,628,232,1067,-27,-27,0,1000,0,0,0
12803,160000,14853.825,175255,0,0,2,2,28,0,0,0,0,-1,59607,38512,19129,15525,11146,2000,1604,2000,11146,2006
12804,340000,42301,355303,0,0,1,2,26,0,0,0,0,0,221836,206485,196137,196447,195114,10000,10000,8032,8000,8500
12805,70000,10151.575,73305,1,0,3,2,27,2,2,3,3,2,56479,63633,64500,62867,64210,8100,2500,0,2500,2455
12806,50000,8932.35,44440,1,0,1,2,27,2,0,0,0,0,48878,47884,29506,3672,8346,2354,1410,1500,4900,700
12807,60000,327.25,59775,0,0,1,2,26,-1,0,0,0,0,32603,32432,27976,25862,24571,2119,3008,1006,1042,1001
12808,20000,210,23964,1,0,3,2,27,2,2,5,5,4,1200,1200,1200,1200,600,0,0,0,0,0
12809,50000,6162.625,52278,0,0,1,2,27,0,0,2,2,0,36227,37876,39984,39041,40110,2234,3042,0,1700,2000
12810,240000,876.75,230407,0,0,1,2,26,-1,0,-1,-1,-1,1188,3513,11380,1777,190,3513,11794,1785,190,0
12811,20000,1671.25,16162,0,0,2,2,23,0,0,0,0,0,10867,11585,12899,13087,13327,1198,1512,700,600,2700
12812,50000,5219.725,58583,0,0,2,2,25,0,0,0,0,0,30863,31897,29652,20483,19909,1570,1316,1680,722,822
12813,130000,6837.95,145559,0,0,2,2,25,0,0,0,0,0,39767,38680,5654,1938,522,1521,3100,0,10,0
12814,50000,8732.325,52533,0,0,2,2,25,0,0,0,0,0,35200,29447,19980,10400,0,2438,1700,1000,0,0
12815,130000,1073.8,134506,0,0,2,2,27,-1,-1,-1,-1,-1,9258,3397,2435,1570,1467,3397,2435,1570,1467,550
12816,20000,3409.525,12380,0,0,1,2,27,0,0,0,0,0,18956,18742,19738,15627,15753,1404,1400,399,604,2500
12817,370000,11246.9,406729,0,0,0,1,28,-1,-1,-1,-1,-1,2868,3788,9424,2468,2468,100332,9456,2468,2468,2468
12818,110000,18976.125,102721,0,0,3,1,27,0,0,0,0,0,109572,45907,5130,2889,78834,1102,1014,2889,82718,3100
12819,200000,35587.475,197029,0,0,3,2,28,0,0,0,0,0,201115,192220,180090,184603,189340,7048,6000,6500,7430,0
12820,160000,10312.575,173346,0,0,3,2,26,0,0,0,0,0,60950,61292,16623,33393,34220,2000,15000,33000,3000,1100
12821,310000,53215.925,302022,0,0,2,2,26,0,0,0,0,0,309627,315544,309272,240119,235799,13567,13203,8765,9643,9035
12822,90000,0,95009,0,0,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12823,20000,2839.55,22512,1,0,2,2,22,3,2,0,0,2,15682,15146,15856,17090,16677,0,1266,1500,0,1915
12824,30000,5395.25,27473,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12825,90000,6276.375,81374,0,0,0,2,24,0,0,0,0,0,32764,25348,9580,0,0,1176,1000,0,0,0
12826,240000,7874.3,279619,0,0,2,2,28,0,0,0,-1,-1,-4,-4,-4,801,192850,0,0,805,192869,7012
12827,260000,10602.725,279064,0,0,2,2,32,0,0,-1,-1,-1,-83,-83,458,-7941,156600,0,541,4538,166000,6000
12828,120000,5135.2,109670,0,0,2,2,27,0,0,0,0,0,33474,29029,26523,20554,19348,1789,2037,659,802,640
12829,80000,14535.85,91154,0,0,2,2,27,2,0,0,0,0,81150,82150,0,0,0,3800,0,0,0,0
12830,160000,975.45,174252,0,0,1,2,27,-1,-1,-1,-1,-1,3327,5958,55914,23285,29170,7916,56116,23302,11580,9976
12831,130000,1242.5,153166,0,0,2,2,27,0,0,-1,0,0,4007,4900,1235,3946,2817,1000,1235,3011,1008,966
12832,20000,2571.975,12912,0,0,1,2,23,-1,-1,-1,-1,-1,11983,4098,14899,10170,7151,4098,14899,10170,427,0
12833,170000,5386.325,187351,0,0,2,1,26,0,0,0,0,0,30751,23602,16633,0,51269,1500,1007,0,51269,1865
12834,110000,7952.525,98203,0,0,3,2,27,0,0,0,0,0,55567,65753,65379,65467,64596,15753,5379,5467,4596,3405
12835,50000,4609.325,51762,0,0,2,1,25,0,0,0,0,0,27699,28513,29341,29928,29533,1565,1393,980,994,1024
12836,70000,11432.575,62170,0,0,2,2,26,0,0,0,0,2,64584,63600,60540,26890,18923,4000,2000,4030,0,1000
12837,80000,13632.675,75334,0,0,2,2,25,0,0,0,0,0,79605,79207,0,0,0,2407,0,0,0,0
12838,50000,2430.05,43873,0,0,1,2,25,0,0,-1,-1,0,14958,15726,1148,0,0,5000,1148,0,0,0
12839,60000,3599.225,51352,0,0,1,2,27,0,-1,-1,0,0,11937,1536,59038,54586,56375,1536,59038,1300,3000,2000
12840,100000,12997.075,89387,0,0,2,1,28,0,0,0,0,0,59948,56323,48985,23894,23402,2081,2077,1003,1015,1000
12841,50000,3056.9,36355,0,0,1,2,27,0,0,2,2,2,48675,36287,30691,29901,49293,4000,1200,0,20000,2000
12842,180000,32760.875,175673,0,0,1,1,28,3,2,0,0,0,182435,131327,131288,100116,86644,0,7326,4124,8693,0
12843,250000,12.775,235245,0,0,1,2,27,-1,-1,-1,-1,0,2244,3119,1860,10094,4896,3119,1943,10094,2896,5074
12844,140000,4208.4,158037,0,0,2,2,27,-1,-1,0,0,0,1999,109104,110336,67197,67910,110330,5012,5000,3000,5000
12845,200000,1208.375,202771,0,0,1,2,28,0,-1,-1,0,0,8674,6449,14392,14792,8016,6454,14392,600,164,0
12846,70000,5764.15,82351,0,0,1,2,29,0,0,2,0,0,33635,35287,36002,37096,37999,2200,1600,2000,1500,3000
12847,160000,1254.575,152968,0,0,2,2,28,0,0,0,0,0,581,0,972,-1,-1,0,972,1,0,0
12848,50000,0,39321,0,0,1,2,28,0,-1,0,0,0,0,16248,17105,16842,21842,16248,1600,337,5000,5000
12849,30000,4554.55,26544,0,0,2,2,28,2,2,0,0,0,27300,26577,28120,29659,30394,0,2000,2000,1200,1000
12850,110000,17899.35,104518,0,0,1,2,28,0,0,0,0,0,104196,105922,108820,66883,68083,5000,5000,2100,2000,2000
12851,180000,3638.775,166476,0,0,1,2,27,0,0,0,0,0,18795,23194,44070,39003,26424,12057,30035,863,72,37
12852,150000,4364.85,146474,0,0,1,2,28,0,0,0,0,0,83333,75249,61949,67280,64374,6254,6119,33333,4374,6814
12853,110000,19499.375,130040,0,0,2,2,28,0,0,0,0,0,95724,97712,99687,100937,103138,4422,4493,3800,3975,3773
12854,90000,14770.7,94502,0,0,1,2,27,0,0,2,0,0,86109,92140,88296,88357,85506,8100,0,3200,3000,3500
12855,110000,18865,103038,0,0,1,2,28,0,0,0,0,0,105820,104780,98139,72176,74011,4000,4100,3000,3000,3000
12856,40000,583.275,42244,0,0,2,2,28,-1,0,0,0,0,-167,-5187,-187,-187,113,4982,5000,0,3335,27000
12857,130000,243.25,118694,0,0,0,1,37,-1,-1,-1,-1,-1,2196,7533,4656,840,390,7533,4689,840,390,390
12858,40000,6814.675,42300,0,0,1,2,28,0,0,0,0,0,39039,24501,15143,15731,9728,1607,1580,2500,1500,33000
12859,180000,1762.25,200104,0,0,1,2,27,0,0,2,0,0,11392,14688,14040,13440,13440,3500,0,0,0,0
12860,210000,36658.825,201012,1,0,2,2,28,0,0,-1,0,0,211302,-4244,205759,151849,150221,2572,213509,6022,5817,4048
12861,200000,298.725,193084,0,0,0,2,28,-1,-1,-1,-1,0,1106,2628,7502,38584,16990,2807,26316,50108,85,1746
12862,260000,44070.075,298797,0,0,2,2,28,0,0,0,0,0,234867,237497,215343,205576,207688,10500,9150,7500,8000,7500
12863,20000,134.575,12775,0,0,2,2,25,-1,-1,-1,0,0,1011,628,2198,365,-34,700,2500,0,0,2000
12864,150000,2463.125,154724,0,0,2,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12865,250000,21550.9,258168,0,0,2,2,26,0,0,0,0,0,135439,42090,61558,80894,93938,12004,21558,20894,15000,20000
12866,80000,13062,82092,0,0,1,2,27,0,0,0,0,0,72565,63342,51529,41484,34097,10000,4000,2000,3000,2500
12867,30000,2554.475,21024,1,0,2,2,24,0,0,2,0,0,15614,18246,17660,17768,18151,3200,0,700,670,1500
12868,20000,0,12812,0,0,3,1,27,0,0,0,0,0,780,0,-1000,0,1222,2000,1000,1000,1222,1800
12869,50000,4103.925,55715,1,0,2,1,29,2,0,0,0,2,22781,24108,25203,26681,26117,2000,1800,2200,0,2250
12870,460000,74964.575,494627,0,0,1,2,29,0,0,0,0,0,436349,449078,457587,240651,245605,21000,20000,8000,8000,8100
12871,340000,57.05,372568,0,0,2,1,30,-1,0,0,0,0,7132,16684,25749,30085,30406,10000,10000,5000,1007,6000
12872,10000,753.2,10000,0,0,2,2,23,0,0,0,0,0,5324,6509,7313,6469,6988,1279,1083,500,1000,1000
12873,50000,2060.1,38527,0,0,2,2,24,0,0,0,2,0,13014,11199,12693,10764,10031,1600,2000,0,350,509
12874,110000,13011.075,122531,0,0,2,2,24,0,0,0,0,0,70338,71796,73253,74138,75691,3187,3244,2700,2748,3331
12875,50000,7982.45,56647,0,0,2,2,22,2,2,0,0,0,50781,45429,28927,19896,19475,41,1617,816,1003,1004
12876,100000,33.95,91774,1,0,1,2,27,-1,-1,2,-1,0,678,1032,516,998,482,1032,0,998,0,800
12877,80000,70,70018,0,0,1,2,27,-1,-1,-1,-1,-1,600,600,100,900,2934,600,100,900,2934,0
12878,500000,5907.65,595659,0,0,2,2,28,0,0,0,0,0,33048,45422,46483,39598,40622,13000,2100,37000,1234,3512
12879,360000,0,418048,0,0,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12880,280000,0,322390,0,0,2,1,29,0,-1,2,2,0,-650,2057,650,3072,3330,2707,3,3072,3330,499
12881,300000,1549.975,292871,0,0,2,1,29,0,0,0,0,0,8102,12214,27299,0,0,5000,21312,0,0,0
12882,20000,68.25,10000,0,0,3,2,27,-1,-1,-1,0,0,0,780,0,0,0,780,0,0,0,0
12883,460000,237.65,463067,0,0,0,2,28,-1,0,-1,-1,-1,55022,50394,3917,1695,22231,1263,3934,1702,22238,513
12884,500000,16177.35,578150,0,0,1,2,28,0,0,0,0,0,96905,111219,251573,300336,269964,20042,150122,75182,11486,11162
12885,500000,44254.175,519191,0,0,1,2,27,0,0,0,0,0,224633,486367,616836,250600,296217,271636,30876,60044,50539,100562
12886,360000,1606.325,418226,0,0,1,2,28,-1,0,0,0,0,10977,14190,16328,17383,17194,8500,4000,1700,371,1150
12887,50000,532.525,55824,0,0,2,2,27,0,0,0,0,0,2432,3754,11985,19332,0,3754,12053,19332,0,0
12888,30000,4851,18216,0,0,1,2,29,0,0,-1,0,0,0,0,22015,22649,24583,0,22015,1000,2300,1200
12889,140000,0,151629,0,0,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12890,50000,132.825,51141,0,0,1,2,29,-1,-1,-1,-1,-1,360,360,360,360,360,360,360,360,360,360
12891,20000,3993.325,10000,0,0,1,2,29,0,0,0,0,0,19296,20183,20036,19965,20061,2000,1600,1000,1500,1000
12892,20000,2479.925,12258,0,0,3,1,29,0,0,0,0,0,11136,20649,-1001,-1,-1,10000,0,1000,0,0
12893,80000,10206.7,79160,1,0,2,2,27,2,0,0,0,0,56789,58276,60102,61423,72197,2400,3000,2500,11576,39
12894,230000,40487.475,248089,0,0,2,1,28,0,0,-1,0,0,233543,99033,237008,184695,185116,7000,237008,6488,6605,6800
12895,110000,18784.325,118737,0,0,2,2,27,0,0,0,0,0,109029,106974,97327,60454,59062,5051,3645,1984,3000,2356
12896,90000,11286.975,93505,0,0,2,2,27,0,0,0,0,0,49929,41498,36492,24636,5298,2406,1400,493,106,0
12897,200000,145.775,193791,0,0,1,2,28,-1,3,2,-1,-1,932,662,311,355,1266,0,0,355,1200,0
12898,60000,9739.8,63338,0,0,1,2,25,0,0,0,0,0,58740,59257,56229,46624,36594,2227,14682,1634,2024,978
12899,50000,6810.3,44092,1,0,2,2,29,2,2,2,2,2,37990,42382,43190,42198,46572,5000,1800,0,5232,1800
12900,130000,13708.975,116206,0,0,1,2,29,0,0,0,0,0,81029,83032,83362,84592,86027,4200,2912,2500,2300,2500
12901,260000,5408.025,302722,0,0,2,1,29,0,-1,-1,-1,-1,1520,1593,149,1959,1255,1758,152,1960,1255,4460
12902,180000,0,188257,1,1,0,2,29,0,0,0,0,0,0,0,0,0,2150,0,0,0,2150,0
12903,240000,15827,230532,0,0,2,2,29,0,0,0,0,0,92433,94548,96375,98453,100549,3600,3500,3500,3500,3500
12904,150000,2774.625,155142,0,0,,2,28,0,0,0,-1,-1,27241,20818,9864,3957,2205,4065,1058,3976,2216,0
12905,260000,144.375,291888,0,0,1,2,28,0,0,0,0,0,650,825,644,819,1294,1000,644,1000,1300,825
12906,100000,124.425,99031,1,0,1,2,29,0,-1,-1,0,-1,1141,210,780,390,930,780,1930,0,930,0
12907,50000,2411.15,51369,0,0,2,2,29,0,2,0,0,0,15837,16285,17009,18223,18778,1000,1300,1500,1000,1000
12908,150000,26134.5,137382,0,0,1,2,27,0,0,0,0,0,152460,141196,105802,106478,107096,6040,5750,3000,5000,35000
12909,40000,5788.475,25659,0,0,1,2,27,0,0,0,0,0,34055,32644,29645,22930,0,3071,1384,1047,0,0
12910,20000,3005.1,17434,0,0,2,2,24,0,0,0,0,0,18179,19061,20182,19982,19482,1479,1600,400,0,298
12911,30000,5115.95,28233,0,0,1,2,28,0,0,0,0,0,29383,29851,29978,29378,29230,2000,2000,1200,1500,3000
12912,280000,1801.8,297268,0,0,1,2,28,0,0,0,0,0,1820,0,5970,8628,2036,1195,5970,8628,2306,768
12913,430000,70419.3,486987,0,0,1,2,29,0,0,0,0,0,384100,375827,330644,353036,355121,13400,30696,53036,12752,15980
12914,70000,2993.025,56246,1,0,2,2,29,0,0,0,0,2,18312,19516,20685,22142,23340,1500,1500,1800,1700,0
12915,30000,4883.2,33882,0,0,3,2,29,0,0,0,0,0,28547,29398,29864,30115,15818,1700,1500,1010,1000,1000
12916,30000,1392.3,17391,0,0,2,2,27,0,0,0,0,0,10529,28870,29391,29724,30400,28872,1500,1000,1078,1000
12917,80000,379.75,84179,0,0,1,2,29,-1,0,0,0,0,17562,17709,15631,13402,13197,3015,2008,1009,2005,507
12918,50000,8258.075,50474,0,0,1,2,27,0,0,0,0,0,48182,49479,49704,19380,18653,2075,1300,700,677,691
12919,230000,4352.95,230323,0,0,1,2,27,0,0,0,0,0,19500,11717,7540,9941,6113,2000,3540,5000,3113,90417
12920,230000,7201.95,262162,0,0,1,2,29,0,2,2,0,0,44121,43286,39215,39814,40437,2500,0,3000,3000,5000
12921,110000,9747.5,115403,1,0,2,2,29,2,2,2,0,0,58362,56598,51908,48647,47862,2500,0,2000,2000,1854
12922,200000,437.5,239991,1,0,2,2,29,2,2,4,4,4,2500,2500,2500,2500,2500,0,0,0,0,0
12923,50000,7808.325,57443,0,0,1,2,28,0,0,0,0,0,44645,44841,44950,44577,44816,2300,2250,1700,2000,1700
12924,60000,5349.225,49920,0,0,1,2,28,0,0,2,2,2,31274,34455,35094,34233,36521,3700,1500,0,3000,0
12925,20000,136.5,15125,0,0,0,2,28,-1,-1,-1,-1,0,1180,0,410,0,-2000,0,410,1000,2000,2000
12926,320000,30214.625,336710,0,0,2,2,29,0,0,0,0,0,168256,165530,161152,158468,145399,10000,10000,10000,20000,0
12927,220000,26345.2,205908,0,0,1,2,28,0,0,0,0,0,155328,156136,158416,161212,156790,6000,6000,6000,6000,12000
12928,470000,37741.55,479423,0,0,1,2,29,0,0,0,0,0,209106,207970,212373,193628,184908,8037,9048,10000,6115,5750
12929,60000,2095.8,61550,0,0,1,2,29,0,0,0,0,0,13462,15231,16966,17878,19085,2000,2000,1500,1500,1500
12930,330000,4397.925,374512,0,0,2,1,29,0,0,0,0,0,16610,17586,12580,16254,8213,1157,1331,4005,299,701
12931,110000,19117.175,98107,1,0,2,2,28,2,2,2,2,0,111541,113676,114223,110876,107710,5400,4000,0,4000,3700
12932,80000,2141.475,88072,1,0,2,1,29,3,2,2,2,2,11756,11281,12785,12283,13184,0,2000,0,1100,0
12933,290000,42698.6,317757,0,0,1,2,30,0,0,0,0,0,241283,243722,235297,243312,242827,12000,9000,12000,11000,10050
12934,20000,420,13965,1,0,2,2,22,2,2,7,7,7,2400,2400,2400,2400,2400,0,0,0,0,0
12935,30000,1714.825,25006,0,0,1,2,28,2,2,2,0,0,10056,9815,7576,5746,3900,2000,0,144,128,39
12936,80000,10206.525,91616,0,0,3,2,27,0,0,0,0,0,60741,62813,65151,66568,70168,3662,4000,2500,4509,2309
12937,50000,4943.575,59529,1,0,2,1,28,0,0,0,0,-1,19304,5742,0,-30481,58,2000,8,0,40058,49163
12938,150000,15506.575,146738,0,0,2,2,28,-1,-1,-1,0,0,4635,2160,-2,-2,-2,2166,0,0,0,901
12939,20000,3243.45,10000,0,0,3,2,28,2,2,2,0,0,17944,20199,19492,19888,14087,2860,0,549,441,502
12940,140000,18179.7,167012,0,0,2,2,24,0,0,0,0,0,105697,101636,97298,77081,72592,4000,3800,3000,3300,2300
12941,260000,31907.575,251532,0,0,1,2,30,0,0,0,0,0,181133,177351,175130,182154,188264,10000,10000,10000,10000,17000
12942,120000,436.45,113049,0,0,2,2,30,-1,-1,-1,-1,-1,1991,1497,998,697,-103,1506,1001,699,0,897
12943,110000,6174.525,121731,0,0,2,1,30,0,0,-1,2,2,26000,9000,63853,59308,60576,1500,63853,1500,2062,0
12944,140000,23269.75,143750,0,0,1,2,30,0,0,0,0,0,136435,138696,139673,141573,140474,6600,5500,4821,5188,5600
12945,100000,19033.35,113411,0,0,1,2,27,2,0,0,0,0,101941,99264,90972,100306,100536,4902,4118,30018,5060,3663
12946,360000,1739.325,417866,0,0,1,2,30,-1,-1,-1,0,0,14212,44803,118712,34244,21269,46012,129567,685,425,4137
12947,70000,12017.425,67545,0,0,2,1,30,0,0,0,0,0,60808,62648,46342,46904,48558,3182,1800,1300,2000,2000
12948,210000,22730.75,197914,0,0,1,1,30,0,0,0,0,0,135229,106382,79423,78981,81884,4513,3400,5000,5000,10000
12949,200000,2649.5,236646,0,0,2,2,30,-1,-1,-1,-1,-1,18028,16456,15370,14966,16230,16474,15392,14972,16240,14960
12950,200000,28426.825,234278,0,0,2,2,28,0,0,0,0,0,92626,73816,79033,79539,80584,3000,6500,3013,5000,3000
12951,160000,27636.175,167946,0,0,1,2,28,0,0,0,0,0,144659,154012,151403,115731,113635,25409,30000,5000,5000,4500
12952,120000,0,129512,1,0,1,2,31,0,0,0,-1,-1,-620,-1050,-1910,240,1010,0,0,2150,1200,551
12953,180000,30306.325,203536,0,0,2,2,32,2,0,0,0,0,168499,170856,177544,172432,173940,7326,10000,7000,8000,10000
12954,240000,36841.35,285385,0,0,2,2,29,0,0,0,0,0,224877,208870,107964,227939,232618,8403,4978,220000,8638,8584
12955,120000,19872.3,142282,1,0,2,2,27,0,0,0,0,0,114844,117777,119086,70013,102991,4773,3776,3200,1882,4000
12956,200000,17362.8,220954,0,0,2,2,28,0,0,-1,-1,-1,100142,34162,712,712,862,3000,8712,712,862,704
12957,280000,29056.475,326907,0,0,1,1,30,0,0,0,0,0,166291,162992,134154,161057,167490,39102,5000,30000,10000,10000
12958,20000,2961.875,12828,1,0,3,1,30,0,-1,-1,-1,0,12216,1179,1536,-301,-301,1179,1536,0,0,0
12959,20000,2975.875,10000,1,0,2,1,30,2,2,2,2,2,15451,18067,17469,19905,19763,2874,0,2712,1566,818
12960,260000,1545.6,245045,1,0,2,2,29,2,2,0,-1,2,1528,0,0,5987,5837,0,0,5987,0,27887
12961,220000,57.05,263899,0,0,2,2,29,-1,-1,-1,-1,-1,326,326,326,326,322,326,326,326,322,646
12962,30000,993.65,25929,0,0,2,1,30,-1,-1,0,0,0,20762,2462,13019,4679,0,2476,13263,4793,0,0
12963,80000,14145.6,79459,0,0,2,1,29,0,-1,-1,-1,0,40283,317,401,34985,37004,450,500,35000,3000,2000
12964,80000,11724.125,80816,1,0,2,2,30,2,2,2,2,2,67794,69607,70864,71902,73407,3500,3000,2800,2800,0
12965,140000,315,158127,0,0,1,2,30,-1,-1,2,2,-1,1885,4158,2021,-372,628,4158,0,0,2000,0
12966,220000,136.5,245141,1,0,3,1,30,-1,-1,-1,-1,-1,390,0,780,0,780,0,780,0,780,390
12967,110000,9982,98168,0,0,1,2,30,0,0,0,0,0,51123,47251,46630,52889,53907,4000,4000,10000,5000,5000
12968,240000,29465.8,274265,0,0,2,1,31,0,0,0,0,0,172809,176012,179175,180809,184383,7900,8000,6500,6900,7000
12969,170000,25477.2,187575,0,0,1,2,28,0,0,0,0,0,125746,127407,146833,64268,58970,5609,70000,2700,2200,2200
12970,210000,24673.95,202362,0,0,1,1,31,0,0,0,0,0,140224,141553,143811,144587,146802,5201,5160,5200,5300,6150
12971,300000,332.15,356249,1,0,1,2,29,0,0,0,0,0,2570,4576,3567,2180,644,4599,3585,2180,644,1
12972,190000,21856.8,192744,0,0,3,2,26,0,0,2,0,0,100078,102801,98753,98727,99484,8858,12,3588,3543,3700
12973,200000,784.7,195860,0,0,3,2,27,-1,0,0,0,0,192047,191248,191678,182676,181568,7019,7493,5275,5786,20031
12974,150000,24717.35,179699,0,0,2,2,25,0,0,0,0,0,71740,146608,148658,135768,138681,77000,6000,5000,5100,5100
12975,50000,2844.1,49562,0,0,2,2,23,0,0,0,0,2,17275,18392,19170,20555,20102,1700,1400,1689,0,900
12976,10000,0,10000,0,0,1,2,24,0,0,-1,0,0,-391,-781,9211,9422,8853,0,10500,500,500,1000
12977,70000,4524.8,59219,0,0,1,2,31,0,0,0,0,0,13737,7716,25732,46671,26516,7716,25740,46684,26516,56017
12978,470000,1729.7,547212,0,0,1,2,30,0,0,0,0,0,3285,5103,9258,4305,10001,5127,9304,4326,10051,7661
12979,250000,700.525,259918,0,0,1,2,28,-1,-1,0,0,0,2527,1652,7734,3337,7866,1715,8042,4023,9167,3036
12980,70000,12459.825,73293,0,0,3,2,28,0,0,0,0,0,49042,47087,28596,4465,3204,3024,2122,0,0,48459
12981,80000,0,73961,0,0,1,2,28,-1,-1,-1,0,0,47,207,0,0,0,207,0,0,0,0
12982,270000,275.8,294391,0,0,1,2,29,-1,0,0,0,0,199973,192008,166364,141918,141984,8000,7800,5000,5500,5000
12983,180000,61.075,166677,1,0,3,,27,0,0,0,0,0,1257,1097,243,323,155,1104,243,323,155,209
12984,230000,84.175,275621,0,0,1,2,29,-1,-1,0,0,-1,12381,0,0,0,376,0,0,0,376,0
12985,80000,13935.075,78405,1,0,3,2,30,0,0,0,0,0,78010,5976,5812,4788,3758,1106,1060,154,147,127
12986,290000,138.6,275173,0,0,2,2,30,-1,3,2,-1,-1,264,264,264,260,4738,0,0,260,4746,53902
12987,230000,5845,220809,0,0,1,2,30,-1,0,0,0,0,36348,36163,32653,30821,29827,3010,20000,1200,2000,1000
12988,130000,23142.35,150002,0,0,2,1,31,0,0,0,0,0,117873,120889,118293,121312,121162,5000,5000,5000,5000,5000
12989,500000,58056.425,544935,0,0,2,2,32,0,0,0,0,-1,254846,162969,142735,76989,106476,7410,3068,94,106476,152
12990,580000,8608.775,624379,0,0,1,2,32,0,0,0,0,0,46367,38111,33497,26800,22202,8348,6593,7197,10097,133081
12991,180000,7384.65,202219,0,0,2,2,30,0,0,0,0,0,43192,47493,48401,50096,51238,5000,2000,2500,2100,1623
12992,460000,793.275,547721,0,0,1,2,31,0,2,0,0,0,9023,8317,12338,12744,12397,1,5002,1001,3,733
12993,70000,12700.8,82545,1,0,2,1,30,2,0,0,0,0,70775,68184,67172,50596,48876,3047,2849,1800,2000,1944
12994,310000,38056.2,301211,0,0,1,2,32,0,0,0,0,0,217951,222465,142935,147857,150442,9100,5200,7300,7000,3939
12995,50000,8615.775,57067,1,0,1,2,30,2,0,0,2,0,48146,50029,50921,48809,49639,3000,5000,0,1815,2000
12996,200000,15541.4,235510,1,0,2,2,32,2,2,2,2,2,86484,92504,90120,93629,96980,7421,0,5000,5000,5000
12997,300000,764.75,289344,0,0,1,2,31,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12998,110000,1277.5,105702,0,0,1,2,31,-1,-1,-1,0,0,593,11801,11312,11312,11312,11801,11312,0,0,0
12999,50000,0,54237,1,0,1,2,27,-1,2,-1,-1,-1,559,163,267,-129,325,0,500,0,1000,500
13000,360000,0,399720,0,0,3,1,31,0,-1,-1,0,0,392,827,136198,138722,141629,827,137101,5000,5119,5376
13001,220000,6717.55,228203,0,0,2,2,31,0,0,0,0,0,40726,38597,0,0,0,1000,0,0,0,0
13002,190000,18288.025,218179,0,0,1,2,31,0,0,2,2,0,106773,114791,106414,96980,90700,9844,3283,24,3297,3325
13003,20000,3208.975,10000,1,0,3,2,23,0,0,0,0,0,19317,19645,19935,0,0,1710,1000,0,0,0
13004,80000,1205.225,95196,0,0,1,2,31,-1,-1,-1,-1,-1,171,1125,1613,0,4811,1125,1613,0,4811,0
13005,50000,8965.95,53401,0,0,1,2,29,0,0,0,0,0,51227,50936,49823,50990,50998,2100,2000,2000,2100,3000
13006,50000,2405.375,38917,0,0,2,2,30,1,-1,2,2,0,-4338,46881,47832,46783,47890,52000,2000,0,2000,3700
13007,360000,6095.425,359064,0,0,2,2,31,0,0,0,0,0,29791,19013,17929,20759,3436,1383,2000,3030,2009,2018
13008,90000,7134.4,104246,0,0,1,2,30,0,0,0,0,0,41789,42913,44388,45348,48454,2100,2500,2000,4000,0
13009,200000,0,219534,0,0,3,2,30,0,0,0,0,0,680,1100,1500,1402,0,1100,1500,1402,0,0
13010,410000,1226.925,488911,0,0,2,2,30,0,0,0,0,0,9173,7259,8430,5130,5064,8036,8542,5155,5089,18270
